# theta, boost
2.805046135754705627e+00 1.037099629039193616e+00
3.531343861556119457e+00 1.033288032131545187e+00
4.445698525095699516e+00 1.027339337605874814e+00
5.596802846418014177e+00 1.022476594747953937e+00
7.045957328156546851e+00 1.018862917115277433e+00
8.870334730832327708e+00 1.015788383832586073e+00
1.116708980376357552e+01 1.013481568104434682e+00
1.405853312974346814e+01 1.011541087304620001e+00
1.769864460958168095e+01 1.009911437504100062e+00
2.228127345331300901e+01 1.008567611129314701e+00
2.805046135750647807e+01 1.007388078111655094e+00
3.531343861551010122e+01 1.006185551270919687e+00
4.445698525089266440e+01 1.005288795163088444e+00
5.596802846409915588e+01 1.004586626474097466e+00
7.045957328146349141e+01 1.003886210024391046e+00
8.870334730819496372e+01 1.003422356376983293e+00
1.116708980374742026e+02 1.003128483832640416e+00
1.405853312972313063e+02 1.003139470560612034e+00
1.769864460955607228e+02 1.003310830279487975e+00
2.228127345328078661e+02 1.003543580175421335e+00
2.805046135746590039e+02 1.004112472763357911e+00
3.531343861545901746e+02 1.004099603868566559e+00
4.445698525082834749e+02 1.004319577141921105e+00
5.596802846401818670e+02 1.003902471278347752e+00
7.045957328136156548e+02 1.003962494787838500e+00
8.870334730806664538e+02 1.004739623976167673e+00
