# theta, boost
2.805046135754705627e+00 9.990456664399250952e-01
3.531343861556119457e+00 1.002275405607801373e+00
4.445698525095699516e+00 1.001937374530960545e+00
5.596802846418014177e+00 1.001703102340813611e+00
7.045957328156546851e+00 1.001601995627615871e+00
8.870334730832327708e+00 1.001612269187171611e+00
1.116708980376357552e+01 1.001444973015761741e+00
1.405853312974346814e+01 1.001477134492860355e+00
1.769864460958168095e+01 1.001294212578030862e+00
2.228127345331300901e+01 1.001356255345548618e+00
2.805046135750647807e+01 1.001415806637890427e+00
3.531343861551010122e+01 1.001420172526600760e+00
4.445698525089266440e+01 1.001368807422754470e+00
5.596802846409915588e+01 1.001123545658395120e+00
7.045957328146349141e+01 1.000936928745755239e+00
8.870334730819496372e+01 1.000755541703019835e+00
1.116708980374742026e+02 1.000516397202890095e+00
1.405853312972313063e+02 1.000495195319415442e+00
1.769864460955607228e+02 1.000593378416967605e+00
2.228127345328078661e+02 1.001106172726618837e+00
2.805046135746590039e+02 1.001595254917096112e+00
3.531343861545901746e+02 1.001509310595241731e+00
4.445698525082834749e+02 1.002235648937955581e+00
5.596802846401818670e+02 1.002362719654554146e+00
7.045957328136156548e+02 1.002529785130931828e+00
8.870334730806664538e+02 1.003087392217550722e+00
