# theta, boost
2.805046135754705627e+00 1.039612790607747250e+00
3.531343861556119457e+00 1.035862807035863309e+00
4.445698525095699516e+00 1.030228476121078263e+00
5.596802846418014177e+00 1.026269975806776591e+00
7.045957328156546851e+00 1.022816399506274454e+00
8.870334730832327708e+00 1.019590017368130486e+00
1.116708980376357552e+01 1.016803198545612741e+00
1.405853312974346814e+01 1.014443131007749743e+00
1.769864460958168095e+01 1.012273202876170730e+00
2.228127345331300901e+01 1.010391675747401186e+00
2.805046135750647807e+01 1.008681936835771564e+00
3.531343861551010122e+01 1.007174816631154934e+00
4.445698525089266440e+01 1.005880356945550558e+00
5.596802846409915588e+01 1.004740052996242028e+00
7.045957328146349141e+01 1.003720901267117105e+00
8.870334730819496372e+01 1.002866261298130945e+00
1.116708980374742026e+02 1.002153963286252836e+00
1.405853312972313063e+02 1.001688388007101027e+00
1.769864460955607228e+02 1.001406931316083604e+00
2.228127345328078661e+02 1.001463309290016479e+00
2.805046135746590039e+02 1.001699451556627540e+00
3.531343861545901746e+02 1.001514724151294500e+00
4.445698525082834749e+02 1.002286546436484960e+00
5.596802846401818670e+02 1.002301937317275682e+00
7.045957328136156548e+02 1.002697499519910052e+00
8.870334730806664538e+02 1.003313787812651459e+00
