# theta, boost
2.805046135754705627e+00 9.973331136919187934e-01
3.531343861556119457e+00 1.000458016291632113e+00
4.445698525095699516e+00 1.001192448569506954e+00
5.596802846418014177e+00 1.001480466727898477e+00
7.045957328156546851e+00 1.001758104832246810e+00
8.870334730832327708e+00 1.001722455265164680e+00
1.116708980376357552e+01 1.001792876525062992e+00
1.405853312974346814e+01 1.001963334376354320e+00
1.769864460958168095e+01 1.001981267739411319e+00
2.228127345331300901e+01 1.002118437052293531e+00
2.805046135750647807e+01 1.002118590260667963e+00
3.531343861551010122e+01 1.002122928139390634e+00
4.445698525089266440e+01 1.002092320572436801e+00
5.596802846409915588e+01 1.001860803964935265e+00
7.045957328146349141e+01 1.001627708794318172e+00
8.870334730819496372e+01 1.001403802456484637e+00
1.116708980374742026e+02 1.001220950233553397e+00
1.405853312972313063e+02 1.001287413787860681e+00
1.769864460955607228e+02 1.001474468872393109e+00
2.228127345328078661e+02 1.001926636193436249e+00
2.805046135746590039e+02 1.002478697782170025e+00
3.531343861545901746e+02 1.002393615501290691e+00
4.445698525082834749e+02 1.003014065107298070e+00
5.596802846401818670e+02 1.003034298917927281e+00
7.045957328136156548e+02 1.003126279625651929e+00
8.870334730806664538e+02 1.003465418706798173e+00
