# theta, boost
2.805046135754705627e+00 1.012983597179152317e+00
3.531343861556119457e+00 1.013713108326018242e+00
4.445698525095699516e+00 1.011921460392764871e+00
5.596802846418014177e+00 1.010714659590059128e+00
7.045957328156546851e+00 1.009530907136561240e+00
8.870334730832327708e+00 1.008247117989919284e+00
1.116708980376357552e+01 1.007289100868209664e+00
1.405853312974346814e+01 1.006343007778700116e+00
1.769864460958168095e+01 1.005483000464843624e+00
2.228127345331300901e+01 1.004669274966502046e+00
2.805046135750647807e+01 1.004054267609841844e+00
3.531343861551010122e+01 1.003541534820659331e+00
4.445698525089266440e+01 1.003267266760750287e+00
5.596802846409915588e+01 1.002954463897271387e+00
7.045957328146349141e+01 1.002846844913035440e+00
8.870334730819496372e+01 1.002422521622710505e+00
1.116708980374742026e+02 1.002120747387967636e+00
1.405853312972313063e+02 1.002057723062409478e+00
1.769864460955607228e+02 1.002079297113985801e+00
2.228127345328078661e+02 1.002166931585004361e+00
2.805046135746590039e+02 1.002130071761575092e+00
3.531343861545901746e+02 1.001868543015154378e+00
4.445698525082834749e+02 1.001876260498712590e+00
5.596802846401818670e+02 1.001623480544191924e+00
7.045957328136156548e+02 1.001619268684820652e+00
8.870334730806664538e+02 1.002230215569611005e+00
