# theta, boost
2.805046135754705627e+00 1.043680712590295823e+00
3.531343861556119457e+00 1.040196213469115394e+00
4.445698525095699516e+00 1.034261597432227120e+00
5.596802846418014177e+00 1.029833315620823475e+00
7.045957328156546851e+00 1.025587531707201183e+00
8.870334730832327708e+00 1.021506085921802143e+00
1.116708980376357552e+01 1.018046907132507561e+00
1.405853312974346814e+01 1.014995665380370449e+00
1.769864460958168095e+01 1.012406450090112431e+00
2.228127345331300901e+01 1.010001512892931608e+00
2.805046135750647807e+01 1.007918590514459645e+00
3.531343861551010122e+01 1.006171874159138557e+00
4.445698525089266440e+01 1.004954378078333876e+00
5.596802846409915588e+01 1.003813814054095976e+00
7.045957328146349141e+01 1.003115531398785176e+00
8.870334730819496372e+01 1.002538247362508628e+00
1.116708980374742026e+02 1.002170773788833236e+00
1.405853312972313063e+02 1.001938407993151259e+00
1.769864460955607228e+02 1.001805178424465481e+00
2.228127345328078661e+02 1.001819308252374752e+00
2.805046135746590039e+02 1.001904083333259976e+00
3.531343861545901746e+02 1.001582067562929890e+00
4.445698525082834749e+02 1.001615324881631519e+00
5.596802846401818670e+02 1.001309918633266127e+00
7.045957328136156548e+02 1.001253076046377366e+00
8.870334730806664538e+02 1.002097216174693939e+00
