# theta, boost
2.805046135754705627e+00 1.052866519046113059e+00
3.531343861556119457e+00 1.048673486998222604e+00
4.445698525095699516e+00 1.042318012637680091e+00
5.596802846418014177e+00 1.036456235738327125e+00
7.045957328156546851e+00 1.031054334865360911e+00
8.870334730832327708e+00 1.026551614104251442e+00
1.116708980376357552e+01 1.022294578548661459e+00
1.405853312974346814e+01 1.018387164055312821e+00
1.769864460958168095e+01 1.014914054399651988e+00
2.228127345331300901e+01 1.012087696572819384e+00
2.805046135750647807e+01 1.009488673025115801e+00
3.531343861551010122e+01 1.007521053736000205e+00
4.445698525089266440e+01 1.006010337289439782e+00
5.596802846409915588e+01 1.004766520471376046e+00
7.045957328146349141e+01 1.004017366994767180e+00
8.870334730819496372e+01 1.003599333282879646e+00
1.116708980374742026e+02 1.003249262178704360e+00
1.405853312972313063e+02 1.003439309542325963e+00
1.769864460955607228e+02 1.003584352460206830e+00
2.228127345328078661e+02 1.003585381880073069e+00
2.805046135746590039e+02 1.004016045654793743e+00
3.531343861545901746e+02 1.003935596478729764e+00
4.445698525082834749e+02 1.004263828721155383e+00
5.596802846401818670e+02 1.004386633509920745e+00
7.045957328136156548e+02 1.004621936831046725e+00
8.870334730806664538e+02 1.005264917496667243e+00
