# theta, boost
2.805046135754705627e+00 1.064149051100041543e+00
3.531343861556119457e+00 1.055781482124620752e+00
4.445698525095699516e+00 1.047002466302882295e+00
5.596802846418014177e+00 1.040101906508512863e+00
7.045957328156546851e+00 1.034514005142678661e+00
8.870334730832327708e+00 1.029259918953515207e+00
1.116708980376357552e+01 1.024986275712509665e+00
1.405853312974346814e+01 1.021166515955121534e+00
1.769864460958168095e+01 1.017739666346932914e+00
2.228127345331300901e+01 1.014764256946141918e+00
2.805046135750647807e+01 1.012091319551911894e+00
3.531343861551010122e+01 1.009708848486058574e+00
4.445698525089266440e+01 1.007526774652181434e+00
5.596802846409915588e+01 1.005676887597772629e+00
7.045957328146349141e+01 1.004144354201753631e+00
8.870334730819496372e+01 1.002915168397088719e+00
1.116708980374742026e+02 1.001907859704270320e+00
1.405853312972313063e+02 1.001220829074466634e+00
1.769864460955607228e+02 1.000771261755181385e+00
2.228127345328078661e+02 1.000806253652259947e+00
2.805046135746590039e+02 1.001146441150490451e+00
3.531343861545901746e+02 1.001015048320678558e+00
4.445698525082834749e+02 1.001742566983246263e+00
5.596802846401818670e+02 1.001890429166770957e+00
7.045957328136156548e+02 1.002316502419249300e+00
8.870334730806664538e+02 1.003073047661692252e+00
