# theta, gamma_t
2.805046135754908576e+00 -1.290372372041364375e-05
3.531343861556885511e+00 -1.672544895382335330e-05
4.445698525097306231e+00 -2.179784454412628808e-05
5.596802846420849242e+00 -9.019867328465102288e-06
7.045957328161134292e+00 -8.731330777915959293e-06
8.870334730839386950e+00 -3.196778848468277049e-06
1.116708980377407912e+01 -4.708481264997791801e-06
1.405853312975872704e+01 -8.325681059144777175e-06
1.769864460960344488e+01 -7.098189878026734890e-06
2.228127345334363341e+01 -3.559768338630558767e-06
2.805046135754907866e+01 -8.474945837935533805e-07
3.531343861556884889e+01 -2.455994802327936283e-06
4.445698525097307652e+01 -4.430417217839341100e-06
5.596802846420851552e+01 -8.674330550663839807e-07
7.045957328161131272e+01 -1.876378817933785394e-07
8.870334730839388726e+01 -2.669824716939226258e-06
1.116708980377407130e+02 -9.193813395475963440e-06
1.405853312975872882e+02 -1.038779601209292484e-05
1.769864460960343422e+02 -1.628666835027532385e-05
2.228127345334363838e+02 -1.616247135936273066e-05
2.805046135754906231e+02 -1.485673174534192841e-05
3.531343861556885599e+02 -1.168418708481609256e-05
4.445698525097302536e+02 -1.933924623135860998e-06
5.596802846420847573e+02 1.134467616892711731e-05
7.045957328161139230e+02 2.204665441795127761e-06
8.870334730839383610e+02 -4.190261984053748991e-06
