# theta, gamma_t
2.805046135754908576e+00 -2.286999155224924733e-05
3.531343861556885511e+00 -7.315624522668154527e-06
4.445698525097306231e+00 -1.219051525171310513e-05
5.596802846420849242e+00 -1.466080711859268936e-05
7.045957328161134292e+00 -5.361517443136607037e-06
8.870334730839386950e+00 -3.329110861819629244e-06
1.116708980377407912e+01 -8.020711039735788772e-06
1.405853312975872704e+01 -6.841444851990080305e-06
1.769864460960344488e+01 -8.178395683563232892e-06
2.228127345334363341e+01 -5.242152907142880830e-06
2.805046135754907866e+01 -7.366728189571403978e-06
3.531343861556884889e+01 -3.408230457332477885e-06
4.445698525097307652e+01 -2.501243052232241375e-06
5.596802846420851552e+01 -4.167216344424590182e-06
7.045957328161131272e+01 -7.350668816218430471e-06
8.870334730839388726e+01 -4.243969280667603304e-06
1.116708980377407130e+02 -3.111565622777635124e-06
1.405853312975872882e+02 -2.781406565238148133e-06
1.769864460960343422e+02 -5.553216794501411505e-06
2.228127345334363838e+02 -3.233597385423327149e-06
2.805046135754906231e+02 -1.465131333367634966e-06
3.531343861556885599e+02 2.981002143283474574e-06
4.445698525097302536e+02 3.861717582471482523e-06
5.596802846420847573e+02 6.126668091878595630e-06
7.045957328161139230e+02 5.090416772841339047e-06
8.870334730839383610e+02 5.978821800148473576e-06
