# theta, gamma_t
2.805046135754908576e+00 2.935166054363156241e-04
3.531343861556885511e+00 2.558701269146430217e-04
4.445698525097306231e+00 1.831909723181318649e-04
5.596802846420849242e+00 1.450149965389267953e-04
7.045957328161134292e+00 1.205135266167820722e-04
8.870334730839386950e+00 1.381397341753408154e-04
1.116708980377407912e+01 1.043339200290685736e-04
1.405853312975872704e+01 8.527100229197584437e-05
1.769864460960344488e+01 8.658667181579860351e-05
2.228127345334363341e+01 8.016728262984630475e-05
2.805046135754907866e+01 6.666792545090031107e-05
3.531343861556884889e+01 6.026915367342501373e-05
4.445698525097307652e+01 5.140520585966523146e-05
5.596802846420851552e+01 4.831881460992014176e-05
7.045957328161131272e+01 3.981496449552750038e-05
8.870334730839388726e+01 2.604218284376913302e-05
1.116708980377407130e+02 2.355051434349719576e-05
1.405853312975872882e+02 1.498103018720533152e-05
1.769864460960343422e+02 3.863501073564318252e-06
2.228127345334363838e+02 -2.799207460641527277e-06
2.805046135754906231e+02 -5.084334207574981914e-06
3.531343861556885599e+02 -2.560984565281853538e-06
4.445698525097302536e+02 -1.385261026151616748e-06
5.596802846420847573e+02 2.931161486907337287e-06
7.045957328161139230e+02 -2.270263866607553542e-06
8.870334730839383610e+02 -1.117297042293693964e-05
