# theta, gamma_t
2.805046135754908576e+00 7.794536381800581080e-04
3.531343861556885511e+00 5.301139661862324997e-04
4.445698525097306231e+00 4.304739024006542115e-04
5.596802846420849242e+00 3.696515272549344032e-04
7.045957328161134292e+00 3.060636995929213273e-04
8.870334730839386950e+00 2.712787255724149896e-04
1.116708980377407912e+01 2.545478327773110193e-04
1.405853312975872704e+01 2.020191326267704109e-04
1.769864460960344488e+01 1.818981952283311402e-04
2.228127345334363341e+01 1.476567650650853101e-04
2.805046135754907866e+01 1.363334667713779892e-04
3.531343861556884889e+01 1.130801740755769865e-04
4.445698525097307652e+01 9.522779239262268297e-05
5.596802846420851552e+01 8.548017784709054448e-05
7.045957328161131272e+01 6.291072635196223891e-05
8.870334730839388726e+01 4.077932408564368088e-05
1.116708980377407130e+02 3.236703058539809591e-05
1.405853312975872882e+02 2.181273809497490346e-05
1.769864460960343422e+02 1.345951234607568001e-05
2.228127345334363838e+02 7.803334153323571680e-06
2.805046135754906231e+02 -1.683365298637306063e-07
3.531343861556885599e+02 3.934582277523566701e-06
4.445698525097302536e+02 -1.609086477126392929e-06
5.596802846420847573e+02 -2.463230062823778056e-06
7.045957328161139230e+02 -4.412369550946805983e-06
8.870334730839383610e+02 -1.182897576987870291e-05
