# theta, gamma_t
2.805046135754908576e+00 4.303149359300104679e-04
3.531343861556885511e+00 3.256127396804664800e-04
4.445698525097306231e+00 2.551638705288231633e-04
5.596802846420849242e+00 2.636440498068395324e-04
7.045957328161134292e+00 1.894169976864739670e-04
8.870334730839386950e+00 1.620272248681982796e-04
1.116708980377407912e+01 1.600588435452521545e-04
1.405853312975872704e+01 1.394582386854360996e-04
1.769864460960344488e+01 1.147461965240426606e-04
2.228127345334363341e+01 9.827953910953544101e-05
2.805046135754907866e+01 8.771959870662425366e-05
3.531343861556884889e+01 8.201425702358883165e-05
4.445698525097307652e+01 7.228053541898259355e-05
5.596802846420851552e+01 6.657219020527131834e-05
7.045957328161131272e+01 5.244037429567168597e-05
8.870334730839388726e+01 2.687017635648788339e-05
1.116708980377407130e+02 1.824629573010179862e-05
1.405853312975872882e+02 1.177164935625032447e-05
1.769864460960343422e+02 4.987203149346991882e-06
2.228127345334363838e+02 9.365120565609982390e-07
2.805046135754906231e+02 -5.019906658767544209e-06
3.531343861556885599e+02 2.693376183539523160e-06
4.445698525097302536e+02 1.061075496094797747e-06
5.596802846420847573e+02 9.499788473379123993e-07
7.045957328161139230e+02 -4.239252218249693777e-06
8.870334730839383610e+02 -1.301829943051652259e-05
