# theta, gammat_shot_noise
2.805046135754908576e+00 7.146092492453139049e-12
3.531343861556885511e+00 4.630091343683726074e-12
4.445698525097306231e+00 3.640369002911551755e-12
5.596802846420849242e+00 2.360952798491100538e-12
7.045957328161134292e+00 1.324825000762951999e-12
8.870334730839386950e+00 8.505985913237203568e-13
1.116708980377407912e+01 7.046796206888657805e-13
1.405853312975872704e+01 5.760393665136438827e-13
1.769864460960344488e+01 3.886104438463663907e-13
2.228127345334363341e+01 2.696519090534159761e-13
2.805046135754907866e+01 2.514548745287905772e-13
3.531343861556884889e+01 2.245545801611944952e-13
4.445698525097307652e+01 2.712532835206581951e-13
5.596802846420851552e+01 2.847191365676129383e-13
7.045957328161131272e+01 3.889927002297670201e-13
8.870334730839388726e+01 4.837215255902931847e-13
1.116708980377407130e+02 7.107504743959733168e-13
1.405853312975872882e+02 1.162625734372192439e-12
1.769864460960343422e+02 1.834499681217678893e-12
2.228127345334363838e+02 2.759004809551751197e-12
2.805046135754906231e+02 3.381076646801598375e-12
3.531343861556885599e+02 3.712066162486700649e-12
4.445698525097302536e+02 3.722104593441318338e-12
5.596802846420847573e+02 4.089422225129868799e-12
7.045957328161139230e+02 5.634300626087649095e-12
8.870334730839383610e+02 8.740607913069182918e-12
