# theta, gamma_x
2.805046135754908576e+00 -1.419345232910207923e-06
3.531343861556885511e+00 -5.976295032148530235e-06
4.445698525097306231e+00 2.089457940334081615e-06
5.596802846420849242e+00 -1.045638297403023127e-05
7.045957328161134292e+00 -1.208271961757766532e-05
8.870334730839386950e+00 -2.787340475322683500e-06
1.116708980377407912e+01 5.796816992855845415e-06
1.405853312975872704e+01 -6.316942469749043339e-07
1.769864460960344488e+01 5.010731603523748127e-06
2.228127345334363341e+01 4.521302695688869399e-06
2.805046135754907866e+01 4.400070337453198193e-08
3.531343861556884889e+01 3.247642326222749816e-06
4.445698525097307652e+01 4.027063081939654481e-06
5.596802846420851552e+01 2.944394810378183001e-06
7.045957328161131272e+01 2.536163016385704131e-06
8.870334730839388726e+01 1.816572395461389036e-06
1.116708980377407130e+02 -2.776369581717309733e-07
1.405853312975872882e+02 -4.776124908811453366e-06
1.769864460960343422e+02 -7.526806551178075363e-06
2.228127345334363838e+02 -6.656694690257604053e-06
2.805046135754906231e+02 -6.751884124077453650e-06
3.531343861556885599e+02 -7.570073961791833972e-06
4.445698525097302536e+02 -8.799482495443641887e-06
5.596802846420847573e+02 -1.123563075104484097e-05
7.045957328161139230e+02 -1.425261981087409670e-05
8.870334730839383610e+02 -1.560651193789682492e-05
