# theta, gamma_x
2.805046135754908576e+00 -5.291648893423035876e-06
3.531343861556885511e+00 -3.410358482242275086e-06
4.445698525097306231e+00 -6.852091437037470375e-06
5.596802846420849242e+00 -1.201003058942945767e-05
7.045957328161134292e+00 -6.757547894836461533e-06
8.870334730839386950e+00 4.363814642987072066e-06
1.116708980377407912e+01 4.453173006232589004e-06
1.405853312975872704e+01 -4.472758864632014208e-07
1.769864460960344488e+01 3.736644992743487918e-06
2.228127345334363341e+01 4.138424904483162599e-06
2.805046135754907866e+01 -3.379476230926726426e-07
3.531343861556884889e+01 2.810111017912306198e-06
4.445698525097307652e+01 4.700865554592059459e-06
5.596802846420851552e+01 2.789552175351516757e-06
7.045957328161131272e+01 2.794748008334242783e-06
8.870334730839388726e+01 2.422646751726407592e-06
1.116708980377407130e+02 -5.672730105047919154e-07
1.405853312975872882e+02 -4.414683571936449205e-06
1.769864460960343422e+02 -7.512452390730233828e-06
2.228127345334363838e+02 -6.620286350355590988e-06
2.805046135754906231e+02 -6.688849289967994108e-06
3.531343861556885599e+02 -7.385394323560623471e-06
4.445698525097302536e+02 -8.771916365393188245e-06
5.596802846420847573e+02 -1.116728258033399835e-05
7.045957328161139230e+02 -1.412475705935125105e-05
8.870334730839383610e+02 -1.559125380937611118e-05
