# theta, gamma_x
2.805046135754908576e+00 5.847733911376154646e-07
3.531343861556885511e+00 -1.983263386565522910e-06
4.445698525097306231e+00 -6.874054312700842088e-06
5.596802846420849242e+00 -1.361799938841216009e-05
7.045957328161134292e+00 -5.972028535137189289e-06
8.870334730839386950e+00 -8.692741824849222636e-07
1.116708980377407912e+01 5.237219727357856707e-06
1.405853312975872704e+01 -1.577868862649882304e-06
1.769864460960344488e+01 5.720048775279425880e-06
2.228127345334363341e+01 4.624306146710522560e-06
2.805046135754907866e+01 2.364916775921654093e-07
3.531343861556884889e+01 3.504884623831575777e-06
4.445698525097307652e+01 3.726693100053555984e-06
5.596802846420851552e+01 2.440035077467690949e-06
7.045957328161131272e+01 2.114017042636640753e-06
8.870334730839388726e+01 2.350624279520244750e-06
1.116708980377407130e+02 -7.660501107928825901e-07
1.405853312975872882e+02 -4.322851345108354726e-06
1.769864460960343422e+02 -7.424816664645897282e-06
2.228127345334363838e+02 -6.772774216932654681e-06
2.805046135754906231e+02 -6.788090432966874858e-06
3.531343861556885599e+02 -7.583897797394886638e-06
4.445698525097302536e+02 -8.817109876945668741e-06
5.596802846420847573e+02 -1.117391187884674915e-05
7.045957328161139230e+02 -1.415805389233081301e-05
8.870334730839383610e+02 -1.564102409403605670e-05
