# theta, gamma_x
2.805046135754908576e+00 -4.140185242582490386e-06
3.531343861556885511e+00 5.447972454701618143e-06
4.445698525097306231e+00 7.136136520642901054e-06
5.596802846420849242e+00 1.740859208676758798e-05
7.045957328161134292e+00 6.795650988134316223e-06
8.870334730839386950e+00 -1.215034002077917284e-08
1.116708980377407912e+01 3.216344862272725890e-06
1.405853312975872704e+01 8.040507652803866188e-07
1.769864460960344488e+01 -2.899648937038794225e-06
2.228127345334363341e+01 -1.118694422542533528e-05
2.805046135754907866e+01 -3.735304732479878743e-06
3.531343861556884889e+01 2.881069036754115286e-06
4.445698525097307652e+01 3.876793818558466723e-06
5.596802846420851552e+01 2.288263320899295413e-06
7.045957328161131272e+01 2.831984803743708253e-06
8.870334730839388726e+01 4.512648301307979893e-06
1.116708980377407130e+02 9.837081289199684638e-07
1.405853312975872882e+02 2.353794028626085842e-06
1.769864460960343422e+02 -3.965301344393566841e-06
2.228127345334363838e+02 -1.085701905044280749e-05
2.805046135754906231e+02 -1.428815760799284873e-05
3.531343861556885599e+02 -1.105875153042970494e-05
4.445698525097302536e+02 -1.020343749951877907e-05
5.596802846420847573e+02 -1.315536306317441575e-05
7.045957328161139230e+02 -1.209184081451724409e-05
8.870334730839383610e+02 -3.062759959277126146e-06
