# theta, gamma_x
2.805046135754908576e+00 -2.713857618187454497e-06
3.531343861556885511e+00 3.078143145913554607e-06
4.445698525097306231e+00 -9.607022825697863443e-07
5.596802846420849242e+00 3.999866565081340755e-06
7.045957328161134292e+00 3.312076433607754160e-06
8.870334730839386950e+00 -4.830542045585555262e-06
1.116708980377407912e+01 1.653715799497032973e-06
1.405853312975872704e+01 5.375659352368246284e-07
1.769864460960344488e+01 -4.046501022064818169e-06
2.228127345334363341e+01 -9.703605631965025837e-06
2.805046135754907866e+01 -5.613711457738781803e-07
3.531343861556884889e+01 2.202663461658275903e-06
4.445698525097307652e+01 4.540173686476034006e-06
5.596802846420851552e+01 2.631546980718298213e-06
7.045957328161131272e+01 3.044490617884033446e-06
8.870334730839388726e+01 4.869898348494037996e-06
1.116708980377407130e+02 7.909298345750079282e-07
1.405853312975872882e+02 2.676692017244581908e-06
1.769864460960343422e+02 -4.016129613423868128e-06
2.228127345334363838e+02 -1.075068421798552968e-05
2.805046135754906231e+02 -1.414480357891014848e-05
3.531343861556885599e+02 -1.077872107247381924e-05
4.445698525097302536e+02 -1.021837829422078729e-05
5.596802846420847573e+02 -1.321786937873531671e-05
7.045957328161139230e+02 -1.208793312704936542e-05
8.870334730839383610e+02 -3.073389652192269943e-06
