# theta, gamma_x
2.805046135754908576e+00 6.364830495629925493e-06
3.531343861556885511e+00 1.696551420489270527e-06
4.445698525097306231e+00 6.836681022500531349e-06
5.596802846420849242e+00 3.151658798677744598e-06
7.045957328161134292e+00 3.737942854912694996e-06
8.870334730839386950e+00 -2.084718285151562009e-06
1.116708980377407912e+01 3.339663151605396289e-07
1.405853312975872704e+01 3.982236432917698137e-06
1.769864460960344488e+01 -3.418782007905281543e-06
2.228127345334363341e+01 -8.918693463022904142e-06
2.805046135754907866e+01 -1.374729389772851214e-06
3.531343861556884889e+01 1.582978389682233565e-06
4.445698525097307652e+01 4.211300030350299078e-06
5.596802846420851552e+01 2.206652250406521379e-06
7.045957328161131272e+01 3.597767913841156294e-06
8.870334730839388726e+01 5.145779746454302670e-06
1.116708980377407130e+02 7.127180504014095615e-07
1.405853312975872882e+02 2.738411396192440118e-06
1.769864460960343422e+02 -3.792088980522663291e-06
2.228127345334363838e+02 -1.070454850729406829e-05
2.805046135754906231e+02 -1.414593357236755870e-05
3.531343861556885599e+02 -1.096106136627216503e-05
4.445698525097302536e+02 -1.026842941683026402e-05
5.596802846420847573e+02 -1.296491364337417235e-05
7.045957328161139230e+02 -1.207226377529744918e-05
8.870334730839383610e+02 -3.096430856076373813e-06
