# theta, gamma_x
2.805046135754908576e+00 -4.292563764468990755e-06
3.531343861556885511e+00 3.480636796263588013e-06
4.445698525097306231e+00 4.857726071383469084e-06
5.596802846420849242e+00 -7.610775254226110003e-07
7.045957328161134292e+00 -1.636404038742309975e-06
8.870334730839386950e+00 5.327871681594562210e-07
1.116708980377407912e+01 3.817287621814495716e-07
1.405853312975872704e+01 -1.495865935746039447e-06
1.769864460960344488e+01 1.052879699878815591e-06
2.228127345334363341e+01 1.393688712509694050e-06
2.805046135754907866e+01 -5.224373811697976625e-06
3.531343861556884889e+01 -1.941567172283250464e-06
4.445698525097307652e+01 4.499096872815753637e-07
5.596802846420851552e+01 -2.169288584739977105e-06
7.045957328161131272e+01 6.332747929832304166e-07
8.870334730839388726e+01 -1.938295385259099570e-06
1.116708980377407130e+02 -4.444146655256419621e-06
1.405853312975872882e+02 -5.456267045677208303e-06
1.769864460960343422e+02 -3.818259115777082808e-06
2.228127345334363838e+02 -3.944809496999134279e-06
2.805046135754906231e+02 -1.330045809072827700e-06
3.531343861556885599e+02 1.015390780192385600e-06
4.445698525097302536e+02 2.507583471479757982e-06
5.596802846420847573e+02 1.960532984453509823e-06
7.045957328161139230e+02 -2.572380570602067167e-07
8.870334730839383610e+02 4.946823429284286260e-06
